,artist,change,lastPos,peakPos,rank,spotifyID,spotifyLink,title,videoLink,weeks,date
2066,Rihanna,+3,70,62,67,1dI1pt7GNjMI6pbSOd2MD6,https://embed.spotify.com/?uri=spotify:track:1dI1pt7GNjMI6pbSOd2MD6,Kiss It Better,,4,2016-05-14
2067,Fat Joe & Remy Ma Featuring French Montana,-3,65,38,68,61QSuw5VlC0LTS8WMO356g,https://embed.spotify.com/?uri=spotify:track:61QSuw5VlC0LTS8WMO356g,All The Way Up,http://cache.vevo.com/assets/html/embed.html?video=USUYG1097759&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-05-14
2068,Dustin Lynch,0,69,57,69,1N0j6Gw5lmfI7kipAgYcma,https://embed.spotify.com/?uri=spotify:track:1N0j6Gw5lmfI7kipAgYcma,Mind Reader,http://cache.vevo.com/assets/html/embed.html?video=US58E1692443&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-14
2069,Chris Brown,-13,57,20,70,4vEWoLU4sXSjdIJGTKKbWB,https://embed.spotify.com/?uri=spotify:track:4vEWoLU4sXSjdIJGTKKbWB,Back To Sleep,http://cache.vevo.com/assets/html/embed.html?video=USRV81501082&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-05-14
2070,Flume Featuring Kai,+1,72,20,71,4ja3m5fYLcugwuXB6Jkh4Y,https://embed.spotify.com/?uri=spotify:track:4ja3m5fYLcugwuXB6Jkh4Y,Never Be Like You,,4,2016-05-14
2071,Cole Swindell,-17,55,31,72,5jc9qLH1djdgTj0oVwhpk6,https://embed.spotify.com/?uri=spotify:track:5jc9qLH1djdgTj0oVwhpk6,You Should Be Here,http://cache.vevo.com/assets/html/embed.html?video=USWBV1501052&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-05-14
2072,Drake,-7,66,6,73,17Q87zeXgsAi9iQQbMu9v0,https://embed.spotify.com/?uri=spotify:track:17Q87zeXgsAi9iQQbMu9v0,Summer Sixteen,,13,2016-05-14
2073,Iggy Azalea,-7,67,42,74,5HECcy1xFIH8RbCG813DgD,https://embed.spotify.com/?uri=spotify:track:5HECcy1xFIH8RbCG813DgD,Team,,6,2016-05-14
2074,P!nk,-33,42,10,75,7K5dzhGda2vRTaAWYI3hrb,https://embed.spotify.com/?uri=spotify:track:7K5dzhGda2vRTaAWYI3hrb,Just Like Fire,,2,2016-05-14
2075,Kevin Gates,-8,68,46,76,1QCJfrkYyUC59owJ6uLQls,https://embed.spotify.com/?uri=spotify:track:1QCJfrkYyUC59owJ6uLQls,Really Really,http://cache.vevo.com/assets/html/embed.html?video=USATV1501051&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,19,2016-05-14
2076,Kid Ink Featuring Fetty Wap,-14,63,57,77,5IZc3KIVFhjzJ0L2kiXzUl,https://embed.spotify.com/?uri=spotify:track:5IZc3KIVFhjzJ0L2kiXzUl,Promise,http://cache.vevo.com/assets/html/embed.html?video=USRV81600012&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-05-14
2077,Rascal Flatts,-19,59,52,78,6KCUliK0a3lHcMiGaqNdHR,https://embed.spotify.com/?uri=spotify:track:6KCUliK0a3lHcMiGaqNdHR,I Like The Sound Of That,http://cache.vevo.com/assets/html/embed.html?video=USCJY1512484&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-05-14
2078,Belly Featuring The Weeknd,-8,71,68,79,5heM8paxfPJO5rAICyRb7L,https://embed.spotify.com/?uri=spotify:track:5heM8paxfPJO5rAICyRb7L,Might Not,http://cache.vevo.com/assets/html/embed.html?video=QMFUA1590168&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-14
2079,Future,-7,73,41,80,6ELbS9xUlkOoAcWDonzc2L,https://embed.spotify.com/?uri=spotify:track:6ELbS9xUlkOoAcWDonzc2L,Wicked,http://cache.vevo.com/assets/html/embed.html?video=USSM21601396&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-05-14
2080,Florida Georgia Line,-27,54,53,81,7qVs4Fq4tNH5BbbxCq3tRu,https://embed.spotify.com/?uri=spotify:track:7qVs4Fq4tNH5BbbxCq3tRu,Confession,http://cache.vevo.com/assets/html/embed.html?video=QM3E21502003&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,18,2016-05-14
2081,Kanye West,-18,64,37,82,6QO46cJfmFvvCKUgauKOKS,https://embed.spotify.com/?uri=spotify:track:6QO46cJfmFvvCKUgauKOKS,Father Stretch My Hands Pt. 1,,4,2016-05-14
2082,Kanye West,-21,62,34,83,3KDmFRW19NHtxIeDnxdFBc,https://embed.spotify.com/?uri=spotify:track:3KDmFRW19NHtxIeDnxdFBc,Famous,http://cache.vevo.com/assets/html/embed.html?video=USUV71601791&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-05-14
2083,Fetty Wap,New,0,50,84,6BOtDFg6GJm0rPUDuNmx57,https://embed.spotify.com/?uri=spotify:track:6BOtDFg6GJm0rPUDuNmx57,Wake Up,,1,2016-05-14
2084,MadeinTYO,-5,80,51,85,7zBPzAjKAqQpcv8F8GCq5s,https://embed.spotify.com/?uri=spotify:track:7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,,4,2016-05-14
2085,Dreezy Featuring Jeremih,-9,77,62,86,5DZHM6KMuTXl3sJin3b6yx,https://embed.spotify.com/?uri=spotify:track:5DZHM6KMuTXl3sJin3b6yx,Body,http://cache.vevo.com/assets/html/embed.html?video=USUV71600278&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-05-14
2086,Jason Derulo,-3,84,67,87,5YHR8wBR5jXfGtP766NiAT,https://embed.spotify.com/?uri=spotify:track:5YHR8wBR5jXfGtP766NiAT,If It Ain't Love,http://cache.vevo.com/assets/html/embed.html?video=USWBV1600206&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-05-14
2087,Major Lazer Featuring Nyla & Fuse ODG,-12,76,73,88,40MkEbKzuSW9ET6HBngqnK,https://embed.spotify.com/?uri=spotify:track:40MkEbKzuSW9ET6HBngqnK,Light It Up,,7,2016-05-14
2088,Jon Pardi,-10,79,51,89,1R9FxlRkvKtt36dtTHs93X,https://embed.spotify.com/?uri=spotify:track:1R9FxlRkvKtt36dtTHs93X,Head Over Boots,http://cache.vevo.com/assets/html/embed.html?video=USUV71600024&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-05-14
2089,A$AP Ferg Featuring Future,Re-Entry,0,90,90,11BIoKDpTJHX5mZt6p566h,https://embed.spotify.com/?uri=spotify:track:11BIoKDpTJHX5mZt6p566h,New Level,http://cache.vevo.com/assets/html/embed.html?video=USRV81501208&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-05-14
2090,Justin Bieber,-33,58,53,91,09mhA1SJjMHniZPF4Hcihn,https://embed.spotify.com/?uri=spotify:track:09mhA1SJjMHniZPF4Hcihn,Company,http://cache.vevo.com/assets/html/embed.html?video=USUV71601558&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-05-14
2091,The Weeknd,-17,75,60,92,7t5m6zRwIEBxmPt8lNoPPi,https://embed.spotify.com/?uri=spotify:track:7t5m6zRwIEBxmPt8lNoPPi,Acquainted,,18,2016-05-14
2092,Kelly Clarkson,-11,82,8,93,15P4Osep3FIiZvDoccy1HK,https://embed.spotify.com/?uri=spotify:track:15P4Osep3FIiZvDoccy1HK,Piece By Piece,http://cache.vevo.com/assets/html/embed.html?video=GBE431500057&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-05-14
2093,Post Malone,New,0,94,94,3e7pB02vXiqVYaDTymYY1t,https://embed.spotify.com/?uri=spotify:track:3e7pB02vXiqVYaDTymYY1t,Go Flex,http://cache.vevo.com/assets/html/embed.html?video=USUV71601137&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-05-14
2094,Yo Gotti Featuring E-40,-9,86,79,95,7mhk9WyqZZzvTTCQKfh2iV,https://embed.spotify.com/?uri=spotify:track:7mhk9WyqZZzvTTCQKfh2iV,Law,http://cache.vevo.com/assets/html/embed.html?video=USSM21600539&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-05-14
2095,gnash Featuring Olivia O'Brien,-3,93,10,96,7vRriwrloYVaoAe3a9wJHe,https://embed.spotify.com/?uri=spotify:track:7vRriwrloYVaoAe3a9wJHe,I Hate U I Love U,,2,2016-05-14
2096,Young Greatness,-12,85,85,97,746PsZ5jTdqIJ6LgJAHcEZ,https://embed.spotify.com/?uri=spotify:track:746PsZ5jTdqIJ6LgJAHcEZ,Moolah,http://cache.vevo.com/assets/html/embed.html?video=USUV71503562&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-05-14
2097,Jason Aldean,-8,90,43,98,596ShP1KQsIzk7dTpJNXJi,https://embed.spotify.com/?uri=spotify:track:596ShP1KQsIzk7dTpJNXJi,Lights Come On,http://cache.vevo.com/assets/html/embed.html?video=US58E1691549&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-05-14
2098,Lee Brice,-18,81,64,99,64BRpXYAYAw9UFtfSfoXKf,https://embed.spotify.com/?uri=spotify:track:64BRpXYAYAw9UFtfSfoXKf,That Don't Sound Like You,,11,2016-05-14
2099,Eric Church,Re-Entry,0,44,100,0ohEiGlkEnNCJP1cr7xK08,https://embed.spotify.com/?uri=spotify:track:0ohEiGlkEnNCJP1cr7xK08,Record Year,http://cache.vevo.com/assets/html/embed.html?video=USUV71600601&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-05-14
2100,Drake Featuring WizKid & Kyla,+1,2,1,1,11hqMWwX7sF3sOGdtijofF,https://embed.spotify.com/?uri=spotify:track:11hqMWwX7sF3sOGdtijofF,One Dance,,5,2016-05-21
2101,Desiigner,-1,1,1,2,6r2jK1A6oFRPREZfxjc5d1,https://embed.spotify.com/?uri=spotify:track:6r2jK1A6oFRPREZfxjc5d1,Panda,http://cache.vevo.com/assets/html/embed.html?video=USUV71601287&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-05-21
2102,Lukas Graham,0,3,2,3,7129iqBafaphfc3WPCGC0L,https://embed.spotify.com/?uri=spotify:track:7129iqBafaphfc3WPCGC0L,7 Years,http://cache.vevo.com/assets/html/embed.html?video=DKUV71600016&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-05-21
2103,Mike Posner,+1,5,4,4,5M2j5k8uS08xE8HnGVgabR,https://embed.spotify.com/?uri=spotify:track:5M2j5k8uS08xE8HnGVgabR,I Took A Pill In Ibiza,,16,2016-05-21
2104,Fifth Harmony Featuring Ty Dolla $ign,+2,7,4,5,0SJPThTy7ynySPF4euczx7,https://embed.spotify.com/?uri=spotify:track:0SJPThTy7ynySPF4euczx7,Work From Home,http://cache.vevo.com/assets/html/embed.html?video=USSM21600386&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-21
2105,Rihanna Featuring Drake,0,6,1,6,50R3hdsZQeg3k8zJdVphSZ,https://embed.spotify.com/?uri=spotify:track:50R3hdsZQeg3k8zJdVphSZ,Work,http://cache.vevo.com/assets/html/embed.html?video=QM5FT1690012&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-05-21
2106,The Chainsmokers Featuring Daya,+7,14,3,7,1i1fxkWeaMmKEB4T7zqbzK,https://embed.spotify.com/?uri=spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,http://cache.vevo.com/assets/html/embed.html?video=USQX91600425&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-05-21
2107,Zayn,+1,9,1,8,0IKK48xF4eEdfofyaeKWWO,https://embed.spotify.com/?uri=spotify:track:0IKK48xF4eEdfofyaeKWWO,Pillowtalk,http://cache.vevo.com/assets/html/embed.html?video=USRV81501126&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-05-21
2108,Calvin Harris Featuring Rihanna,Hot Shot Debut,0,3,9,0azC730Exh71aQlOt9Zj3y,https://embed.spotify.com/?uri=spotify:track:0azC730Exh71aQlOt9Zj3y,This Is What You Came For,,1,2016-05-21
2109,Justin Bieber,+5,15,1,10,3hB5DgAiMAQ4DzYbsMq1IT,https://embed.spotify.com/?uri=spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,,25,2016-05-21
2110,Beyonce,0,11,11,11,,,Sorry,,2,2016-05-21
2111,Meghan Trainor,0,12,3,12,0NmeI6UpRE27dxxgosD5n9,https://embed.spotify.com/?uri=spotify:track:0NmeI6UpRE27dxxgosD5n9,No,http://cache.vevo.com/assets/html/embed.html?video=USSM21600504&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-05-21
2112,Rihanna,+9,22,7,13,3kfxarilcBr81mb2hmZLeh,https://embed.spotify.com/?uri=spotify:track:3kfxarilcBr81mb2hmZLeh,Needed Me,http://cache.vevo.com/assets/html/embed.html?video=QM5FT1690018&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-05-21
2113,Flo Rida,+5,19,4,14,6Knv6wdA0luoMUuuoYi2i1,https://embed.spotify.com/?uri=spotify:track:6Knv6wdA0luoMUuuoYi2i1,My House,http://cache.vevo.com/assets/html/embed.html?video=USATV1501098&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,26,2016-05-21
2114,twenty one pilots,+1,16,2,15,3CRDbSIZ4r5MsZ0YwxuEkn,https://embed.spotify.com/?uri=spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,http://cache.vevo.com/assets/html/embed.html?video=USATV1500238&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,33,2016-05-21
2115,Beyonce,-3,13,13,16,63FzG2Tj8GyK7pkEBKXZPM,https://embed.spotify.com/?uri=spotify:track:63FzG2Tj8GyK7pkEBKXZPM,Hold Up,,2,2016-05-21
2116,G-Eazy x Bebe Rexha,0,17,7,17,0KMYgSe9JWHloFeEVBU6qq,https://embed.spotify.com/?uri=spotify:track:0KMYgSe9JWHloFeEVBU6qq,"Me, Myself & I",http://cache.vevo.com/assets/html/embed.html?video=USRV81500978&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,27,2016-05-21
2117,Ariana Grande,+3,21,8,18,6T506SFlFUVVNvnmCiVZR0,https://embed.spotify.com/?uri=spotify:track:6T506SFlFUVVNvnmCiVZR0,Dangerous Woman,,8,2016-05-21
2118,Beyonce,-9,10,10,19,,,Formation,,2,2016-05-21
2119,Florida Georgia Line,New,0,14,20,19PJf5HzeiVW0mdk82Swmn,https://embed.spotify.com/?uri=spotify:track:19PJf5HzeiVW0mdk82Swmn,H.O.L.Y.,http://cache.vevo.com/assets/html/embed.html?video=QM3E21602006&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-05-21
2120,Drake Featuring The Throne,+19,40,16,21,6nwp8mY3CYoRev6h8ar1MJ,https://embed.spotify.com/?uri=spotify:track:6nwp8mY3CYoRev6h8ar1MJ,Pop Style,,5,2016-05-21
2121,DNCE,+2,24,9,22,7L5jgZtAyfiU7elB8DIqCx,https://embed.spotify.com/?uri=spotify:track:7L5jgZtAyfiU7elB8DIqCx,Cake By The Ocean,http://cache.vevo.com/assets/html/embed.html?video=USUV71502665&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,29,2016-05-21
2122,Zara Larsson & MNEK,+3,26,13,23,,,Never Forget You,http://cache.vevo.com/assets/html/embed.html?video=SES461500801&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-05-21
2123,Future Featuring The Weeknd,+5,29,18,24,71SDPonZOsIKNtqnaX8LXj,https://embed.spotify.com/?uri=spotify:track:71SDPonZOsIKNtqnaX8LXj,Low Life,http://cache.vevo.com/assets/html/embed.html?video=USSM21600522&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-05-21
2124,Jeremih,+5,30,19,25,6NLIinNi8IxKcCGHzrGCdW,https://embed.spotify.com/?uri=spotify:track:6NLIinNi8IxKcCGHzrGCdW,Oui,,18,2016-05-21
2125,Kevin Gates,+6,32,17,26,6VcAvPi9QbnUO42pQy6WVN,https://embed.spotify.com/?uri=spotify:track:6VcAvPi9QbnUO42pQy6WVN,2 Phones,http://cache.vevo.com/assets/html/embed.html?video=USATV1501910&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,18,2016-05-21
2126,Justin Bieber,+4,31,1,27,2GpHJb7xGNBaIDTrBxjIu6,https://embed.spotify.com/?uri=spotify:track:2GpHJb7xGNBaIDTrBxjIu6,Sorry,,28,2016-05-21
2127,Beyonce Featuring The Weeknd,-10,18,18,28,,,6 Inch,,2,2016-05-21
2128,Ghost Town DJ's,Re-Entry,0,27,29,2OawRn0NvWkStuemgdae4i,https://embed.spotify.com/?uri=spotify:track:2OawRn0NvWkStuemgdae4i,My Boo,http://cache.vevo.com/assets/html/embed.html?video=USSM21302071&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,32,2016-05-21
2129,DJ Snake Featuring Bipolar Sunshine,+4,34,20,30,2Fn3coxd0xAZ09JtrgcgHa,https://embed.spotify.com/?uri=spotify:track:2Fn3coxd0xAZ09JtrgcgHa,Middle,http://cache.vevo.com/assets/html/embed.html?video=QMZSY1690002&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-05-21
2130,Nick Jonas Featuring Tove Lo,+5,36,14,31,2LbbLV26X7K1kLzI7xXFE2,https://embed.spotify.com/?uri=spotify:track:2LbbLV26X7K1kLzI7xXFE2,Close,http://cache.vevo.com/assets/html/embed.html?video=USUV71600719&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-05-21
2131,James Bay,+10,42,16,32,2ggSyGB5HnVvGDGofu3ITZ,https://embed.spotify.com/?uri=spotify:track:2ggSyGB5HnVvGDGofu3ITZ,Let It Go,http://cache.vevo.com/assets/html/embed.html?video=USUV71500039&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,20,2016-05-21
2132,Drake,New,0,33,33,07GilNHSfS5oicUgHgU7VG,https://embed.spotify.com/?uri=spotify:track:07GilNHSfS5oicUgHgU7VG,Hype,,1,2016-05-21
2133,Drake,New,0,16,34,4CpKEkdGbOJV51cSvx7SoG,https://embed.spotify.com/?uri=spotify:track:4CpKEkdGbOJV51cSvx7SoG,Controlla,,1,2016-05-21
2134,Bryson Tiller,+9,44,26,35,43PuMrRfbyyuz4QpZ3oAwN,https://embed.spotify.com/?uri=spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Exchange,http://cache.vevo.com/assets/html/embed.html?video=USRV81501008&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,28,2016-05-21
2135,Shawn Mendes,+9,45,4,36,3zkWCteF82vJwv0hRLba76,https://embed.spotify.com/?uri=spotify:track:3zkWCteF82vJwv0hRLba76,Stitches,http://cache.vevo.com/assets/html/embed.html?video=USUV71500300&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,50,2016-05-21
2136,Beyonce Featuring Jack White,-9,28,28,37,,,Don't Hurt Yourself,,2,2016-05-21
2137,Drake Featuring Future,New,0,38,38,2JfeUjJvP1lJkCSne9g0de,https://embed.spotify.com/?uri=spotify:track:2JfeUjJvP1lJkCSne9g0de,Grammys,,1,2016-05-21
2138,Charlie Puth,+7,46,12,39,2uEJanMvnA1dXgX1ASnPQm,https://embed.spotify.com/?uri=spotify:track:2uEJanMvnA1dXgX1ASnPQm,One Call Away,http://cache.vevo.com/assets/html/embed.html?video=USATV1500769&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,23,2016-05-21
2139,Drake,New,0,40,40,4YJmZfvlheSziXem8HBWrj,https://embed.spotify.com/?uri=spotify:track:4YJmZfvlheSziXem8HBWrj,Still Here,,1,2016-05-21
2140,Dierks Bentley,+10,51,35,41,5l5cQAKkeGIkPBH3ieHYju,https://embed.spotify.com/?uri=spotify:track:5l5cQAKkeGIkPBH3ieHYju,Somewhere On A Beach,http://cache.vevo.com/assets/html/embed.html?video=USUV71600023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-05-21
2141,Ruth B,+13,55,24,42,4h0zU3O9R5xzuTmNO7dNDU,https://embed.spotify.com/?uri=spotify:track:4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,http://cache.vevo.com/assets/html/embed.html?video=USSM21600100&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-05-21
2142,The Chainsmokers Featuring Rozes,+5,48,6,43,3FWPoYBDserKdzcattMFGa,https://embed.spotify.com/?uri=spotify:track:3FWPoYBDserKdzcattMFGa,Roses,http://cache.vevo.com/assets/html/embed.html?video=USQX91501023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,29,2016-05-21
2143,Drake,New,0,44,44,4MSjMv3kpbLEeyGfIh52qH,https://embed.spotify.com/?uri=spotify:track:4MSjMv3kpbLEeyGfIh52qH,U With Me?,,1,2016-05-21
2144,Drake,New,0,45,45,4uCAKqQQYJaIvyzq4sZkaO,https://embed.spotify.com/?uri=spotify:track:4uCAKqQQYJaIvyzq4sZkaO,9,,1,2016-05-21
2145,Bryson Tiller,+4,50,13,46,7lxWzjZCSkXndL8eYKfFWU,https://embed.spotify.com/?uri=spotify:track:7lxWzjZCSkXndL8eYKfFWU,Don't,http://cache.vevo.com/assets/html/embed.html?video=USRV81500468&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,32,2016-05-21
2146,Drake Featuring PARTYNEXTDOOR,New,0,47,47,5PMNu7kMZ4msbxiKnDTOt0,https://embed.spotify.com/?uri=spotify:track:5PMNu7kMZ4msbxiKnDTOt0,With You,,1,2016-05-21
2147,Sia Featuring Sean Paul,+6,54,1,48,7BPw9h8vCIX94N0rjFU12S,https://embed.spotify.com/?uri=spotify:track:7BPw9h8vCIX94N0rjFU12S,Cheap Thrills,,12,2016-05-21
2148,Drake,New,0,49,49,0k9RIzZtAo4DTQu0ZM6lNZ,https://embed.spotify.com/?uri=spotify:track:0k9RIzZtAo4DTQu0ZM6lNZ,Childs Play,,1,2016-05-21
2149,Chris Young Duet With Cassadee Pope,+2,52,40,50,6W9W8dSswA8KNegvl3W97V,https://embed.spotify.com/?uri=spotify:track:6W9W8dSswA8KNegvl3W97V,Think Of You,,12,2016-05-21
2150,Tim McGraw,+2,53,30,51,1qosWrKxri24ZIzH4ZDFcp,https://embed.spotify.com/?uri=spotify:track:1qosWrKxri24ZIzH4ZDFcp,Humble And Kind,,13,2016-05-21
2151,Drake Featuring Rihanna,New,0,14,52,7fJtPlEZKxu6gvkfBFc5tW,https://embed.spotify.com/?uri=spotify:track:7fJtPlEZKxu6gvkfBFc5tW,Too Good,,1,2016-05-21
2152,Drake,New,0,53,53,12C1XYFQGZYXRYJNbsgDc7,https://embed.spotify.com/?uri=spotify:track:12C1XYFQGZYXRYJNbsgDc7,Feel No Ways,,1,2016-05-21
2153,Drake,New,0,54,54,0P7HlSwSY8mJCWIk4yunb0,https://embed.spotify.com/?uri=spotify:track:0P7HlSwSY8mJCWIk4yunb0,Weston Road Flows,,1,2016-05-21
2154,P!nk,+20,75,10,55,7K5dzhGda2vRTaAWYI3hrb,https://embed.spotify.com/?uri=spotify:track:7K5dzhGda2vRTaAWYI3hrb,Just Like Fire,,3,2016-05-21
2155,Alessia Cara,+1,57,50,56,1TNACNvhOjF24VegRqRNwd,https://embed.spotify.com/?uri=spotify:track:1TNACNvhOjF24VegRqRNwd,Wild Things,http://cache.vevo.com/assets/html/embed.html?video=USUV71600493&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-05-21
2156,O.T. Genasis Featuring Young Dolph,-1,56,35,57,376KnY4TrgBITxjlnbnmIy,https://embed.spotify.com/?uri=spotify:track:376KnY4TrgBITxjlnbnmIy,Cut It,,11,2016-05-21
2157,twenty one pilots,+8,66,5,58,2Z8WuEywRWYTKe1NybPQEW,https://embed.spotify.com/?uri=spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,http://cache.vevo.com/assets/html/embed.html?video=USATV1500519&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-05-21
2158,Luke Bryan,+6,65,37,59,1lGOow8CQ1sk4NDHJgXXUJ,https://embed.spotify.com/?uri=spotify:track:1lGOow8CQ1sk4NDHJgXXUJ,"Huntin', Fishin' & Lovin' Every Day",,6,2016-05-21
2159,Old Dominion,0,60,50,60,7I5fYc4qKJddht8Ozhqqdx,https://embed.spotify.com/?uri=spotify:track:7I5fYc4qKJddht8Ozhqqdx,Snapback,http://cache.vevo.com/assets/html/embed.html?video=USRV51500129&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-05-21
2160,Drake,New,0,61,61,6qGgrhiZ20Qrir3MNGUJq4,https://embed.spotify.com/?uri=spotify:track:6qGgrhiZ20Qrir3MNGUJq4,Redemption,,1,2016-05-21
2161,Thomas Rhett,0,62,41,62,4V1whwvK4LMHya60xDxuj8,https://embed.spotify.com/?uri=spotify:track:4V1whwvK4LMHya60xDxuj8,T-Shirt,,10,2016-05-21
2162,Kent Jones,New,0,8,63,5c6vPEx6QTUTjmLiza1bpy,https://embed.spotify.com/?uri=spotify:track:5c6vPEx6QTUTjmLiza1bpy,Don't Mind,http://cache.vevo.com/assets/html/embed.html?video=USSM21600759&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-05-21
2163,Beyonce,-26,38,38,64,,,All Night,,2,2016-05-21
2164,Beyonce Featuring Kendrick Lamar,-30,35,35,65,,,Freedom,,2,2016-05-21
2165,Beyonce,-25,41,41,66,7tTElNyvXsfFcxDXIiH5cm,https://embed.spotify.com/?uri=spotify:track:7tTElNyvXsfFcxDXIiH5cm,Daddy Lessons,,2,2016-05-21
